office_name,pincode,delivery_status,office_type,region,division
Jaton Ka Bera B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Jharpa B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Kundanpura B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Moolani B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Navatala Bakhasar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Pandhi Ka Niwan B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Phagalia B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Salaria B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Sarla B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Sata B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Sinhaniya B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Sinhar B.O,344706,Delivery,BO,Jodhpur,Region Barmer
Sanawara S.O,344708,Delivery,PO,Jodhpur,Region Barmer
Bachhrau B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Booth Jetmal B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Dudhiya Kallan B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Hathitala B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Ishrol B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Jakhdon Ki Dhani B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Leelsar B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Mehlu B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Ramdeoria B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Sodiyar B.O,344708,Delivery,BO,Jodhpur,Region Barmer
Padru S.O,344801,Delivery,PO,Jodhpur,Region Barmer
Bhata B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Dhanwa B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Dharna B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Itwaya B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Juna Mitha Kheda B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Kankhi B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Mithoda B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Pau B.O,344801,Delivery,BO,Jodhpur,Region Barmer
Momasar S.O,331801,Delivery,PO,Jodhpur,Region Bikaner
Aadsar B.O,331801,Delivery,BO,Jodhpur,Region Bikaner
Jalabsar B.O,331801,Delivery,BO,Jodhpur,Region Bikaner
Surjansar B.O,331801,Delivery,BO,Jodhpur,Region Bikaner
Udrasar B.O,331801,Delivery,BO,Jodhpur,Region Bikaner
Shri Dungargarh S.O,331803,Delivery,PO,Jodhpur,Region Bikaner
Badela B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Bana B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Bapeu B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Barjangsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Beejhansar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Bigga B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Biggabas Ramsara B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Delwan B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Dhaneru B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Dheerdesar Chotiyan B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Gusainsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Indpalsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Jaisalsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Jakhasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Jetasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Kalyansar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Keetasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Keu B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Kunpalsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Kuntasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Likhmadesar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Migsariya B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Pundalsar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Rajedoo B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Riri B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Soniyasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Thakariyasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Toliyasar B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Upni B.O,331803,Delivery,BO,Jodhpur,Region Bikaner
Kalubas S.O,331803,Non-Delivery,PO,Jodhpur,Region Bikaner
Sudsar S.O,331811,Delivery,PO,Jodhpur,Region Bikaner
Bainisar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Derajsar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Dulchasar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Dusarna B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Jhanjheu B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Jodhasar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Lakhasar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Likhmisar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Manakarasar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Punrasar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Samandsar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Sanwatsar B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Sheruna B.O,331811,Delivery,BO,Jodhpur,Region Bikaner
Bikaner H.O,334001,Delivery,HO,Jodhpur,Region Bikaner
Akasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Gajner Palace B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Gusainsar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Jaimalsar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Jalwali B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Nal Bari B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Shiv Bari B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Sujandeser B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Karmisar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Rajasar Bhatiyan B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Bachasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Lakhusar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Amarpura B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Bholasar Budhan B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Kolasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Makrasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Gadhwala B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Norangdesar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Surdhana Chauhanan B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Kanasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Kelan B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Kalasar B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Kawani B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Khari Charnan B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
Surjara B.O,334001,Delivery,BO,Jodhpur,Region Bikaner
M.G.Road S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Mohta Chowk S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Bikaner City S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Bikaner Kutchery S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
D.S.Office S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Dungar College S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Pabubari S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Jassusar Gate S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Kotegate S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Lalgarh Road S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Lalkar S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Rani Bazar S.O (Rajasthan Circle),334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Sadul Colony S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Sitla Gate S.O,334001,Non-Delivery,PO,Jodhpur,Region Bikaner
Pawanpuri S.O (Bikaner),334003,Delivery,PO,Jodhpur,Region Bikaner
Bangalanagar S.O,334004,Delivery,PO,Jodhpur,Region Bikaner
Railway Workshop S.O,334004,Non-Delivery,PO,Jodhpur,Region Bikaner
Rcp Colony S.O,334004,Non-Delivery,PO,Jodhpur,Region Bikaner
Bichhwal Ind.Area S.O,334006,Delivery,PO,Jodhpur,Region Bikaner
Raj.Krishi Vishwavidhyalaya S.O,334006,Non-Delivery,PO,Jodhpur,Region Bikaner
Chhatararh S.O,334021,Delivery,PO,Jodhpur,Region Bikaner
Dandi B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Kharbara B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Loonkhan B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Mahadevwali B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Motigarh B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Raner B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Satasar B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Takhatpura B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Sansardesar B.O,334021,Delivery,BO,Jodhpur,Region Bikaner
Udasar S.O,334022,Delivery,PO,Jodhpur,Region Bikaner
Bambloo B.O,334022,Delivery,BO,Jodhpur,Region Bikaner
Gersar B.O,334022,Delivery,BO,Jodhpur,Region Bikaner
Ridmalsar B.O,334022,Delivery,BO,Jodhpur,Region Bikaner
Runiya Bara Bas B.O,334022,Delivery,BO,Jodhpur,Region Bikaner
Serera B.O,334022,Delivery,BO,Jodhpur,Region Bikaner
Khajuwala S.O,334023,Delivery,PO,Jodhpur,Region Bikaner
17 K.Y.D. B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
2 K.L.D. B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
61 Head B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
Chak 8 Kyd B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
Dantaur B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
Karamwala B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
Siyasarchogan B.O,334023,Delivery,BO,Jodhpur,Region Bikaner
Napasar S.O,334201,Delivery,PO,Jodhpur,Region Bikaner
Gajroopdesar B.O,334201,Delivery,BO,Jodhpur,Region Bikaner
Kesardesarjatan B.O,334201,Delivery,BO,Jodhpur,Region Bikaner
Ramsar B.O,334201,Delivery,BO,Jodhpur,Region Bikaner
Sowa B.O,334201,Delivery,BO,Jodhpur,Region Bikaner
Sinthal S.O,334202,Delivery,PO,Jodhpur,Region Bikaner
Badhnu B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Belasar B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Kuchor Aguni B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Kuchor Athuni B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Moondsar B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Tejrasar B.O,334202,Delivery,BO,Jodhpur,Region Bikaner
Sri Kolayat Ji S.O,334302,Delivery,PO,Jodhpur,Region Bikaner
Bheloo B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Bithnok B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Chani B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Dasori B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Gura B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Hadan B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Hadlan Bhatiyan B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Jhajhoo B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Khindasar B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Kotri B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Madh B.O,334302,Delivery,BO,Jodhpur,Region Bikaner
Diyatra S.O,334303,Delivery,PO,Jodhpur,Region Bikaner
Bhanekagaon B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Gariyala B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Girajsar B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Grandhi B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Nagrasar B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Nokhara B.O,334303,Delivery,BO,Jodhpur,Region Bikaner
Bajju S.O,334305,Delivery,PO,Jodhpur,Region Bikaner
Bagadsar B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Barsalpur B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Bhaluri B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Bijeri B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Bikampur B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Godoo B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Gogariyawala B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Mankasar B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Mithriya B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Phulasar Khurd B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Ranjeetpura B.O,334305,Delivery,BO,Jodhpur,Region Bikaner
Gangashahar S.O,334401,Delivery,PO,Jodhpur,Region Bikaner
Udairamsar S.O,334402,Delivery,PO,Jodhpur,Region Bikaner
Ambasar B.O,334402,Delivery,BO,Jodhpur,Region Bikaner
Barsingsar B.O,334402,Delivery,BO,Jodhpur,Region Bikaner
Lalmdesar B.O,334402,Delivery,BO,Jodhpur,Region Bikaner
Palana B.O,334402,Delivery,BO,Jodhpur,Region Bikaner
Saroopdesar B.O,334402,Delivery,BO,Jodhpur,Region Bikaner
Bhinasar S.O,334403,Delivery,PO,Jodhpur,Region Bikaner
Jamsar S.O,334601,Delivery,PO,Jodhpur,Region Bikaner
Bamanwali B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Dheerera R.S. B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Dheerera Village B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Khara B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Malasar B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Sodhwali B.O,334601,Delivery,BO,Jodhpur,Region Bikaner
Kalu S.O,334602,Delivery,PO,Jodhpur,Region Bikaner
Garabdesar B.O,334602,Delivery,BO,Jodhpur,Region Bikaner
Kharda B.O,334602,Delivery,BO,Jodhpur,Region Bikaner
Rawansar B.O,334602,Delivery,BO,Jodhpur,Region Bikaner
Sahjrasar B.O,334602,Delivery,BO,Jodhpur,Region Bikaner
Kujti B.O,334602,Non-Delivery,BO,Jodhpur,Region Bikaner
Lunkaransar S.O,334603,Delivery,PO,Jodhpur,Region Bikaner
Bhikhnera B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Dulmera B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Hansera B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Kankarwala B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Kapoorisar B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Khinyera B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Khokhrana B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Nathwana B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Rajasar Karnisar B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Rojan B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Shekhsar B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Sui B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Surnana B.O,334603,Delivery,BO,Jodhpur,Region Bikaner
Mahajan S.O,334604,Delivery,PO,Jodhpur,Region Bikaner
Arjansar B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Baladesar B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Jaitpur B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Malkisar B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Mithdiya B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Rambag B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Sherpura B.O,334604,Delivery,BO,Jodhpur,Region Bikaner
Deshnoke S.O,334801,Delivery,PO,Jodhpur,Region Bikaner
Bhamatsar B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Ghatoo B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Morkhana Athuna B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Parwa B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Rasisar B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Sinjguru B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Surpura B.O,334801,Delivery,BO,Jodhpur,Region Bikaner
Himatsar S.O,334802,Delivery,PO,Jodhpur,Region Bikaner
Ankhisar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Berasar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Dhoopaliya B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Gajsukhdesar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Gondusar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Jasrasar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Jesalsar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Jhadeli B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Kakra B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Lalamdesar Bara B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Mainsar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Mansoori B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Moondar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Sadhasar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Seeniwala B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Thawariya B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Udsar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Utmamdesar B.O,334802,Delivery,BO,Jodhpur,Region Bikaner
Nokha S.O,334803,Delivery,PO,Jodhpur,Region Bikaner
Bandhra B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Beekasar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Bhalda B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Charkra B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Chitana B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Dawa B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Desalsar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Hansasar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Hiyadesar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Jaisingdesar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Jangloo B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Kakoo B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Nokha Villege B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Raisar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Rora B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Sadhoona B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Saloondiya B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Sarunda B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Siyana Bhatiyana B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Somalsar B.O,334803,Delivery,BO,Jodhpur,Region Bikaner
Panchoo S.O,334804,Delivery,PO,Jodhpur,Region Bikaner
Dharnok B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Dhingsari B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Kisnasar B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Koo Dsoo B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Kumbhasariya B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Nathusar B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Saisar B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Udasar B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Bandhala B.O,334804,Delivery,BO,Jodhpur,Region Bikaner
Pugal S.O,334808,Delivery,PO,Jodhpur,Region Bikaner
Delitalai B.O,334808,Delivery,BO,Jodhpur,Region Bikaner
Karnisar Bhatiyan B.O,334808,Delivery,BO,Jodhpur,Region Bikaner
Siyasar Panchkosa B.O,334808,Delivery,BO,Jodhpur,Region Bikaner
Churu H.O,331001,Delivery,HO,Jodhpur,Region Churu
Jasrasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Ranasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Bhamasi B.O,331001,Delivery,BO,Jodhpur,Region Churu
Jharia B.O,331001,Delivery,BO,Jodhpur,Region Churu
Karwasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Khandwa B.O,331001,Delivery,BO,Jodhpur,Region Churu
Pithisar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Sahjusar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Somasi B.O,331001,Delivery,BO,Jodhpur,Region Churu
Asalkheri B.O,331001,Delivery,BO,Jodhpur,Region Churu
Dhirasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Jasasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Nakrasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Buntia B.O,331001,Delivery,BO,Jodhpur,Region Churu
Dhadharia Charnan B.O,331001,Delivery,BO,Jodhpur,Region Churu
Ginari Patta Lohasana B.O,331001,Delivery,BO,Jodhpur,Region Churu
Dhadhar B.O,331001,Delivery,BO,Jodhpur,Region Churu
Ghanghu B.O,331001,Delivery,BO,Jodhpur,Region Churu
Ghantel B.O,331001,Delivery,BO,Jodhpur,Region Churu
Ramsara B.O,331001,Delivery,BO,Jodhpur,Region Churu
Dandu B.O,331001,Delivery,BO,Jodhpur,Region Churu
Lakhau B.O,331001,Delivery,BO,Jodhpur,Region Churu
Rampura Bass B.O,331001,Delivery,BO,Jodhpur,Region Churu
Khansoli B.O,331001,Delivery,BO,Jodhpur,Region Churu
Khinwasar B.O,331001,Delivery,BO,Jodhpur,Region Churu
B.S.Road Churu S.O,331001,Non-Delivery,PO,Jodhpur,Region Churu
Churu City S.O,331001,Non-Delivery,PO,Jodhpur,Region Churu
Churu Collectorate S.O,331001,Non-Delivery,PO,Jodhpur,Region Churu
Ghantaghar Churu S.O,331001,Non-Delivery,PO,Jodhpur,Region Churu
Station Road Churu S.O,331001,Non-Delivery,PO,Jodhpur,Region Churu
Ratan Nagar S.O,331021,Delivery,PO,Jodhpur,Region Churu
Depalsar B.O,331021,Delivery,BO,Jodhpur,Region Churu
Dhani D.S.Pura B.O,331021,Delivery,BO,Jodhpur,Region Churu
Meghsar B.O,331021,Delivery,BO,Jodhpur,Region Churu
Untawalia B.O,331021,Delivery,BO,Jodhpur,Region Churu
Ratangarh H.O,331022,Delivery,HO,Jodhpur,Region Churu
Bhukhredi B.O,331022,Delivery,BO,Jodhpur,Region Churu
Deepsar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Dulrasar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Hamusar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Nosaria B.O,331022,Delivery,BO,Jodhpur,Region Churu
Roopalisar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Sangasar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Tidiasar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Gorisar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Khudera Charnan B.O,331022,Delivery,BO,Jodhpur,Region Churu
Loha B.O,331022,Delivery,BO,Jodhpur,Region Churu
Lunchh B.O,331022,Delivery,BO,Jodhpur,Region Churu
Melusar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Ratansara B.O,331022,Delivery,BO,Jodhpur,Region Churu
Bhanuda B.O,331022,Delivery,BO,Jodhpur,Region Churu
Daudsar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Ladhasar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Thathawata B.O,331022,Delivery,BO,Jodhpur,Region Churu
Hudera B.O,331022,Delivery,BO,Jodhpur,Region Churu
Sehla B.O,331022,Delivery,BO,Jodhpur,Region Churu
Bachharara Bara B.O,331022,Delivery,BO,Jodhpur,Region Churu
Kusumdesar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Charanwasi B.O,331022,Delivery,BO,Jodhpur,Region Churu
Golsar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Jaleu B.O,331022,Delivery,BO,Jodhpur,Region Churu
Jandwa B.O,331022,Delivery,BO,Jodhpur,Region Churu
Noowan B.O,331022,Delivery,BO,Jodhpur,Region Churu
Sahanali Bari B.O,331022,Delivery,BO,Jodhpur,Region Churu
Gopalpuria B.O,331022,Delivery,BO,Jodhpur,Region Churu
Khotari B.O,331022,Delivery,BO,Jodhpur,Region Churu
Pabusar B.O,331022,Delivery,BO,Jodhpur,Region Churu
Payali B.O,331022,Delivery,BO,Jodhpur,Region Churu
Biramsar B.O,331022,Delivery,BO,Jodhpur,Region Churu
E.G.Ratangarh S.O,331022,Non-Delivery,PO,Jodhpur,Region Churu
Power House Ratangarh S.O,331022,Non-Delivery,PO,Jodhpur,Region Churu
Ratangarh RS S.O,331022,Non-Delivery,PO,Jodhpur,Region Churu
Sadulpur S.O,331023,Delivery,PO,Jodhpur,Region Churu
Bairasar Chhota B.O,331023,Delivery,BO,Jodhpur,Region Churu
Bhagela B.O,331023,Delivery,BO,Jodhpur,Region Churu
Bhuwari B.O,331023,Delivery,BO,Jodhpur,Region Churu
Bungi B.O,331023,Delivery,BO,Jodhpur,Region Churu
Chainpura Chhota B.O,331023,Delivery,BO,Jodhpur,Region Churu
Chubakia Tal B.O,331023,Delivery,BO,Jodhpur,Region Churu
Dadrewa B.O,331023,Delivery,BO,Jodhpur,Region Churu
Devipura B.O,331023,Delivery,BO,Jodhpur,Region Churu
Dhani Mozi B.O,331023,Delivery,BO,Jodhpur,Region Churu
Dhigarla B.O,331023,Delivery,BO,Jodhpur,Region Churu
Dhingi B.O,331023,Delivery,BO,Jodhpur,Region Churu
Dokwa B.O,331023,Delivery,BO,Jodhpur,Region Churu
Ghanau B.O,331023,Delivery,BO,Jodhpur,Region Churu
Gothya Bari B.O,331023,Delivery,BO,Jodhpur,Region Churu
Gulpura B.O,331023,Delivery,BO,Jodhpur,Region Churu
Gwalisar B.O,331023,Delivery,BO,Jodhpur,Region Churu
Hadyal R.S. B.O,331023,Delivery,BO,Jodhpur,Region Churu
Hansiyawas B.O,331023,Delivery,BO,Jodhpur,Region Churu
